Lineup 1,Team 1,GP 1,MIN 1,OFFRTG 1,DEFRTG 1,NETRTG 1,Lineup 2,Team 2,GP 2,MIN 2,OFFRTG 2,DEFRTG 2,NETRTG 2,Common Players,Player Removed,Player Added,OFFRTG Difference,DEFRTG Difference,NETRTG Difference,Substituted Minutes
J. Holiday - K. Porziņģis - J. Brown - J. Tatum - D. White,BOS,16,245,114.9,113.7,1.2,A. Horford - J. Holiday - J. Brown - J. Tatum - D. White,BOS,19,216,120.3,100.9,19.4,"J. Holiday, J. Tatum, J. Brown, D. White",K. Porziņģis,A. Horford,5.3999999999999915,-12.799999999999997,18.2,29
J. Holiday - K. Porziņģis - J. Brown - J. Tatum - D. White,BOS,16,245,114.9,113.7,1.2,J. Holiday - J. Brown - J. Tatum - D. White - L. Kornet,BOS,9,64,102.8,92.1,10.8,"J. Holiday, J. Tatum, J. Brown, D. White",K. Porziņģis,L. Kornet,-12.100000000000009,-21.60000000000001,9.600000000000001,181
J. Holiday - K. Porziņģis - J. Brown - J. Tatum - D. White,BOS,16,245,114.9,113.7,1.2,A. Horford - J. Holiday - K. Porziņģis - J. Brown - D. White,BOS,8,52,96.4,109.3,-12.8,"J. Holiday, J. Brown, D. White, K. Porziņģis",J. Tatum,A. Horford,-18.5,-4.400000000000006,-14.0,193
J. Holiday - K. Porziņģis - J. Brown - J. Tatum - D. White,BOS,16,245,114.9,113.7,1.2,A. Horford - J. Holiday - K. Porziņģis - J. Brown - J. Tatum,BOS,4,32,127.5,111.9,15.6,"J. Holiday, J. Tatum, J. Brown, K. Porziņģis",D. White,A. Horford,12.599999999999994,-1.7999999999999972,14.4,213
J. Holiday - K. Porziņģis - J. Brown - J. Tatum - D. White,BOS,16,245,114.9,113.7,1.2,J. Holiday - K. Porziņģis - J. Brown - J. Tatum - P. Pritchard,BOS,10,32,100.0,86.8,13.2,"J. Holiday, J. Tatum, J. Brown, K. Porziņģis",D. White,P. Pritchard,-14.900000000000006,-26.900000000000006,12.0,213
J. Holiday - K. Porziņģis - J. Brown - J. Tatum - D. White,BOS,16,245,114.9,113.7,1.2,J. Holiday - K. Porziņģis - J. Brown - D. White - P. Pritchard,BOS,8,31,123.2,94.4,28.8,"J. Holiday, J. Brown, D. White, K. Porziņģis",J. Tatum,P. Pritchard,8.299999999999997,-19.299999999999997,27.6,214
J. Holiday - K. Porziņģis - J. Brown - J. Tatum - D. White,BOS,16,245,114.9,113.7,1.2,J. Holiday - J. Brown - J. Tatum - D. White - N. Queta,BOS,6,27,105.1,103.3,1.8,"J. Holiday, J. Tatum, J. Brown, D. White",K. Porziņģis,N. Queta,-9.800000000000011,-10.400000000000006,0.6000000000000001,218
A. Gordon - N. Jokić - J. Murray - M. Porter Jr. - C. Braun,DEN,14,226,120.2,116.2,4.0,N. Jokić - J. Murray - M. Porter Jr. - C. Braun - P. Watson,DEN,12,156,128.6,115.5,13.1,"J. Murray, N. Jokić, M. Porter Jr., C. Braun",A. Gordon,P. Watson,8.399999999999991,-0.7000000000000028,9.1,70
A. Gordon - N. Jokić - J. Murray - M. Porter Jr. - C. Braun,DEN,14,226,120.2,116.2,4.0,R. Westbrook - A. Gordon - N. Jokić - M. Porter Jr. - C. Braun,DEN,18,115,129.4,104.8,24.6,"C. Braun, A. Gordon, M. Porter Jr., N. Jokić",J. Murray,R. Westbrook,9.200000000000003,-11.400000000000006,20.6,111
A. Gordon - N. Jokić - J. Murray - M. Porter Jr. - C. Braun,DEN,14,226,120.2,116.2,4.0,R. Westbrook - A. Gordon - N. Jokić - J. Murray - M. Porter Jr.,DEN,13,82,130.6,112.5,18.1,"J. Murray, A. Gordon, M. Porter Jr., N. Jokić",C. Braun,R. Westbrook,10.399999999999991,-3.700000000000003,14.100000000000001,144
A. Gordon - N. Jokić - J. Murray - M. Porter Jr. - C. Braun,DEN,14,226,120.2,116.2,4.0,A. Gordon - N. Jokić - J. Murray - J. Strawther - C. Braun,DEN,6,27,119.0,85.7,33.3,"J. Murray, A. Gordon, N. Jokić, C. Braun",M. Porter Jr.,J. Strawther,-1.2000000000000028,-30.5,29.299999999999997,199
C. McCollum - D. Murray - H. Jones - T. Murphy III - Y. Missi,NOP,13,221,112.6,120.1,-7.5,C. McCollum - D. Murray - J. Green - T. Murphy III - Y. Missi,NOP,11,97,111.0,112.1,-1.1,"T. Murphy III, C. McCollum, Y. Missi, D. Murray",H. Jones,J. Green,-1.5999999999999943,-8.0,6.4,124
C. McCollum - D. Murray - H. Jones - T. Murphy III - Y. Missi,NOP,13,221,112.6,120.1,-7.5,C. McCollum - D. Murray - Z. Williamson - T. Murphy III - Y. Missi,NOP,4,50,129.4,113.6,15.7,"T. Murphy III, C. McCollum, Y. Missi, D. Murray",H. Jones,Z. Williamson,16.80000000000001,-6.5,23.2,171
C. McCollum - D. Murray - H. Jones - T. Murphy III - Y. Missi,NOP,13,221,112.6,120.1,-7.5,D. Murray - B. Boston - H. Jones - T. Murphy III - Y. Missi,NOP,7,31,82.4,110.8,-28.4,"T. Murphy III, H. Jones, Y. Missi, D. Murray",C. McCollum,B. Boston,-30.19999999999999,-9.299999999999997,-20.9,190
A. Horford - J. Holiday - J. Brown - J. Tatum - D. White,BOS,19,216,120.3,100.9,19.4,J. Holiday - J. Brown - J. Tatum - D. White - L. Kornet,BOS,9,64,102.8,92.1,10.8,"J. Holiday, J. Tatum, J. Brown, D. White",A. Horford,L. Kornet,-17.5,-8.800000000000011,-8.599999999999998,152
A. Horford - J. Holiday - J. Brown - J. Tatum - D. White,BOS,19,216,120.3,100.9,19.4,A. Horford - J. Holiday - K. Porziņģis - J. Brown - D. White,BOS,8,52,96.4,109.3,-12.8,"J. Holiday, J. Brown, D. White, A. Horford",J. Tatum,K. Porziņģis,-23.89999999999999,8.399999999999991,-32.2,164
A. Horford - J. Holiday - J. Brown - J. Tatum - D. White,BOS,19,216,120.3,100.9,19.4,A. Horford - J. Holiday - J. Tatum - D. White - N. Queta,BOS,5,46,131.5,104.3,27.2,"J. Holiday, J. Tatum, D. White, A. Horford",J. Brown,N. Queta,11.200000000000003,3.3999999999999915,7.800000000000001,170
A. Horford - J. Holiday - J. Brown - J. Tatum - D. White,BOS,19,216,120.3,100.9,19.4,A. Horford - J. Holiday - K. Porziņģis - J. Brown - J. Tatum,BOS,4,32,127.5,111.9,15.6,"J. Holiday, J. Tatum, J. Brown, A. Horford",D. White,K. Porziņģis,7.200000000000003,11.0,-3.799999999999999,184
A. Horford - J. Holiday - J. Brown - J. Tatum - D. White,BOS,19,216,120.3,100.9,19.4,A. Horford - J. Brown - J. Tatum - D. White - P. Pritchard,BOS,7,29,133.8,104.6,29.2,"J. Brown, J. Tatum, D. White, A. Horford",J. Holiday,P. Pritchard,13.500000000000014,3.6999999999999886,9.8,187
A. Horford - J. Holiday - J. Brown - J. Tatum - D. White,BOS,19,216,120.3,100.9,19.4,A. Horford - J. Brown - J. Tatum - D. White - S. Hauser,BOS,2,29,127.1,120.7,6.4,"J. Brown, J. Tatum, D. White, A. Horford",J. Holiday,S. Hauser,6.799999999999997,19.799999999999997,-12.999999999999998,187
A. Horford - J. Holiday - J. Brown - J. Tatum - D. White,BOS,19,216,120.3,100.9,19.4,J. Holiday - J. Brown - J. Tatum - D. White - N. Queta,BOS,6,27,105.1,103.3,1.8,"J. Holiday, J. Tatum, J. Brown, D. White",A. Horford,N. Queta,-15.200000000000003,2.3999999999999915,-17.599999999999998,189
A. Horford - J. Holiday - J. Brown - J. Tatum - D. White,BOS,19,216,120.3,100.9,19.4,A. Horford - J. Brown - J. Tatum - D. White - N. Queta,BOS,4,26,115.7,126.9,-11.2,"J. Brown, J. Tatum, D. White, A. Horford",J. Holiday,N. Queta,-4.599999999999994,26.0,-30.599999999999998,190
F. VanVleet - D. Brooks - J. Green - A. Sengun - A. Thompson,HOU,19,213,111.9,117.8,-5.8,F. VanVleet - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,HOU,13,74,121.4,125.8,-4.4,"A. Thompson, J. Green, A. Sengun, F. VanVleet",D. Brooks,J. Smith Jr.,9.5,8.0,1.3999999999999995,139
F. VanVleet - D. Brooks - J. Green - A. Sengun - A. Thompson,HOU,19,213,111.9,117.8,-5.8,F. VanVleet - D. Brooks - A. Sengun - J. Smith Jr. - A. Thompson,HOU,13,57,116.9,86.4,30.5,"A. Thompson, D. Brooks, F. VanVleet, A. Sengun",J. Green,J. Smith Jr.,5.0,-31.39999999999999,36.3,156
F. VanVleet - D. Brooks - J. Green - A. Sengun - A. Thompson,HOU,19,213,111.9,117.8,-5.8,D. Brooks - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,HOU,8,48,103.9,94.1,9.8,"A. Thompson, D. Brooks, J. Green, A. Sengun",F. VanVleet,J. Smith Jr.,-8.0,-23.700000000000003,15.600000000000001,165
F. VanVleet - D. Brooks - J. Green - A. Sengun - A. Thompson,HOU,19,213,111.9,117.8,-5.8,F. VanVleet - D. Brooks - A. Sengun - T. Eason - A. Thompson,HOU,14,40,125.0,72.1,52.9,"A. Thompson, D. Brooks, F. VanVleet, A. Sengun",J. Green,T. Eason,13.099999999999994,-45.7,58.699999999999996,173
F. VanVleet - D. Brooks - J. Green - A. Sengun - A. Thompson,HOU,19,213,111.9,117.8,-5.8,F. VanVleet - D. Brooks - J. Green - J. Tate - A. Sengun,HOU,6,36,118.7,98.8,19.9,"D. Brooks, J. Green, A. Sengun, F. VanVleet",A. Thompson,J. Tate,6.799999999999997,-19.0,25.7,177
F. VanVleet - D. Brooks - J. Green - A. Sengun - A. Thompson,HOU,19,213,111.9,117.8,-5.8,F. VanVleet - D. Brooks - J. Green - A. Sengun - T. Eason,HOU,15,35,112.0,125.0,-13.0,"D. Brooks, J. Green, A. Sengun, F. VanVleet",A. Thompson,T. Eason,0.09999999999999432,7.200000000000003,-7.2,178
F. VanVleet - D. Brooks - J. Green - A. Sengun - A. Thompson,HOU,19,213,111.9,117.8,-5.8,S. Adams - F. VanVleet - D. Brooks - J. Green - A. Thompson,HOU,11,33,105.9,115.9,-10.1,"A. Thompson, J. Green, D. Brooks, F. VanVleet",A. Sengun,S. Adams,-6.0,-1.8999999999999915,-4.3,180
F. VanVleet - D. Brooks - J. Green - A. Sengun - A. Thompson,HOU,19,213,111.9,117.8,-5.8,D. Brooks - J. Green - A. Sengun - T. Eason - A. Thompson,HOU,9,28,140.0,103.1,36.9,"A. Thompson, D. Brooks, J. Green, A. Sengun",F. VanVleet,T. Eason,28.099999999999994,-14.700000000000003,42.699999999999996,185
F. VanVleet - D. Brooks - J. Green - A. Sengun - A. Thompson,HOU,19,213,111.9,117.8,-5.8,F. VanVleet - D. Brooks - J. Green - T. Eason - A. Thompson,HOU,13,27,98.4,76.8,21.5,"A. Thompson, J. Green, D. Brooks, F. VanVleet",A. Sengun,T. Eason,-13.5,-41.0,27.3,186
K. Kuzma - J. Poole - B. Coulibaly - A. Sarr - B. Carrington,WAS,17,208,86.7,120.3,-33.5,J. Poole - J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington,WAS,9,88,109.8,115.1,-5.3,"B. Coulibaly, B. Carrington, J. Poole, A. Sarr",K. Kuzma,J. Champagnie,23.099999999999994,-5.200000000000003,28.2,120
K. Kuzma - J. Poole - B. Coulibaly - A. Sarr - B. Carrington,WAS,17,208,86.7,120.3,-33.5,J. Poole - B. Coulibaly - A. Sarr - B. Carrington - K. George,WAS,11,77,98.2,106.4,-8.2,"B. Coulibaly, B. Carrington, J. Poole, A. Sarr",K. Kuzma,K. George,11.5,-13.899999999999991,25.3,131
K. Kuzma - J. Poole - B. Coulibaly - A. Sarr - B. Carrington,WAS,17,208,86.7,120.3,-33.5,K. Kuzma - C. Kispert - B. Coulibaly - A. Sarr - B. Carrington,WAS,10,33,93.2,122.9,-29.7,"B. Coulibaly, B. Carrington, K. Kuzma, A. Sarr",J. Poole,C. Kispert,6.5,2.6000000000000085,3.8000000000000007,175
K. Kuzma - J. Poole - B. Coulibaly - A. Sarr - B. Carrington,WAS,17,208,86.7,120.3,-33.5,K. Kuzma - J. Poole - B. Coulibaly - A. Sarr - K. George,WAS,4,29,87.7,124.6,-36.9,"B. Coulibaly, A. Sarr, K. Kuzma, J. Poole",B. Carrington,K. George,1.0,4.299999999999997,-3.3999999999999986,179
K. Kuzma - J. Poole - B. Coulibaly - A. Sarr - B. Carrington,WAS,17,208,86.7,120.3,-33.5,J. Poole - C. Kispert - B. Coulibaly - A. Sarr - B. Carrington,WAS,12,27,113.0,105.4,7.6,"B. Coulibaly, B. Carrington, J. Poole, A. Sarr",K. Kuzma,C. Kispert,26.299999999999997,-14.899999999999991,41.1,181
L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,LAL,17,199,107.4,106.3,1.1,L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,10,105,109.6,104.0,5.6,"A. Reaves, A. Davis, L. James, R. Hachimura",M. Christie,D. Russell,2.1999999999999886,-2.299999999999997,4.5,94
L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,LAL,17,199,107.4,106.3,1.1,L. James - A. Davis - R. Hachimura - C. Reddish - A. Reaves,LAL,8,68,107.6,120.8,-13.2,"A. Reaves, A. Davis, L. James, R. Hachimura",M. Christie,C. Reddish,0.19999999999998863,14.5,-14.299999999999999,131
L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,LAL,17,199,107.4,106.3,1.1,L. James - A. Davis - D. Finney-Smith - A. Reaves - M. Christie,LAL,9,48,125.5,91.5,34.0,"A. Reaves, A. Davis, L. James, M. Christie",R. Hachimura,D. Finney-Smith,18.099999999999994,-14.799999999999997,32.9,151
L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,LAL,17,199,107.4,106.3,1.1,L. James - A. Davis - A. Reaves - M. Christie - D. Knecht,LAL,13,43,103.5,125.0,-21.5,"A. Reaves, A. Davis, L. James, M. Christie",R. Hachimura,D. Knecht,-3.9000000000000057,18.700000000000003,-22.6,156
L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,LAL,17,199,107.4,106.3,1.1,L. James - R. Hachimura - J. Hayes - A. Reaves - M. Christie,LAL,4,43,127.9,118.7,9.2,"A. Reaves, R. Hachimura, L. James, M. Christie",A. Davis,J. Hayes,20.5,12.400000000000006,8.1,156
L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,LAL,17,199,107.4,106.3,1.1,A. Davis - R. Hachimura - G. Vincent - A. Reaves - M. Christie,LAL,10,42,102.3,118.9,-16.6,"A. Reaves, A. Davis, R. Hachimura, M. Christie",L. James,G. Vincent,-5.1000000000000085,12.600000000000009,-17.700000000000003,157
L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,LAL,17,199,107.4,106.3,1.1,A. Davis - D. Russell - R. Hachimura - A. Reaves - M. Christie,LAL,11,41,106.1,105.6,0.5,"A. Reaves, A. Davis, R. Hachimura, M. Christie",L. James,D. Russell,-1.3000000000000114,-0.7000000000000028,-0.6000000000000001,158
L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,LAL,17,199,107.4,106.3,1.1,L. James - A. Davis - R. Hachimura - A. Reaves - D. Knecht,LAL,8,37,101.3,127.3,-26.0,"A. Reaves, A. Davis, L. James, R. Hachimura",M. Christie,D. Knecht,-6.1000000000000085,21.0,-27.1,162
L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,LAL,17,199,107.4,106.3,1.1,A. Davis - R. Hachimura - A. Reaves - M. Christie - D. Knecht,LAL,9,34,145.6,126.5,19.1,"A. Reaves, A. Davis, R. Hachimura, M. Christie",L. James,D. Knecht,38.19999999999999,20.200000000000003,18.0,165
D. Mitchell - J. Allen - D. Garland - D. Wade - E. Mobley,CLE,21,197,120.1,112.4,7.7,D. Mitchell - J. Allen - D. Garland - I. Okoro - E. Mobley,CLE,15,148,125.6,114.2,11.4,"D. Mitchell, E. Mobley, J. Allen, D. Garland",D. Wade,I. Okoro,5.5,1.7999999999999972,3.7,49
D. Mitchell - J. Allen - D. Garland - D. Wade - E. Mobley,CLE,21,197,120.1,112.4,7.7,C. LeVert - D. Mitchell - J. Allen - D. Garland - E. Mobley,CLE,21,82,121.9,101.1,20.8,"D. Mitchell, E. Mobley, J. Allen, D. Garland",D. Wade,C. LeVert,1.8000000000000114,-11.300000000000011,13.100000000000001,115
D. Mitchell - J. Allen - D. Garland - D. Wade - E. Mobley,CLE,21,197,120.1,112.4,7.7,D. Mitchell - J. Allen - M. Strus - D. Garland - E. Mobley,CLE,5,48,125.7,106.8,18.9,"D. Mitchell, E. Mobley, J. Allen, D. Garland",D. Wade,M. Strus,5.6000000000000085,-5.6000000000000085,11.2,149
D. Mitchell - J. Allen - D. Garland - D. Wade - E. Mobley,CLE,21,197,120.1,112.4,7.7,D. Mitchell - J. Allen - M. Strus - D. Garland - D. Wade,CLE,5,39,137.3,120.7,16.6,"D. Mitchell, J. Allen, D. Garland, D. Wade",E. Mobley,M. Strus,17.200000000000017,8.299999999999997,8.900000000000002,158
D. Mitchell - J. Allen - D. Garland - D. Wade - E. Mobley,CLE,21,197,120.1,112.4,7.7,C. LeVert - D. Mitchell - J. Allen - D. Garland - D. Wade,CLE,8,26,119.0,113.8,5.2,"D. Mitchell, J. Allen, D. Garland, D. Wade",E. Mobley,C. LeVert,-1.0999999999999943,1.3999999999999915,-2.5,171
J. Butler - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,MIA,17,189,118.4,114.0,4.4,B. Adebayo - D. Robinson - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,7,53,98.0,118.0,-20.0,"B. Adebayo, H. Highsmith, D. Robinson, T. Herro",J. Butler,J. Jaquez Jr.,-20.400000000000006,4.0,-24.4,136
J. Butler - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,MIA,17,189,118.4,114.0,4.4,B. Adebayo - D. Robinson - H. Highsmith - T. Herro - K. Ware,MIA,4,42,108.1,111.5,-3.4,"B. Adebayo, H. Highsmith, D. Robinson, T. Herro",J. Butler,K. Ware,-10.300000000000011,-2.5,-7.800000000000001,147
J. Butler - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,MIA,17,189,118.4,114.0,4.4,J. Butler - T. Rozier - B. Adebayo - H. Highsmith - T. Herro,MIA,8,42,121.6,105.7,15.8,"J. Butler, H. Highsmith, B. Adebayo, T. Herro",D. Robinson,T. Rozier,3.1999999999999886,-8.299999999999997,11.4,147
J. Butler - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,MIA,17,189,118.4,114.0,4.4,T. Rozier - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,MIA,10,35,126.0,111.8,14.3,"B. Adebayo, H. Highsmith, D. Robinson, T. Herro",J. Butler,T. Rozier,7.599999999999994,-2.200000000000003,9.9,154
L. Markkanen - J. Collins - C. Sexton - W. Kessler - K. George,UTA,13,189,123.1,116.5,6.6,L. Markkanen - J. Collins - C. Sexton - K. George - K. Filipowski,UTA,5,52,117.3,127.3,-10.0,"L. Markkanen, C. Sexton, J. Collins, K. George",W. Kessler,K. Filipowski,-5.799999999999997,10.799999999999997,-16.6,137
L. Markkanen - J. Collins - C. Sexton - W. Kessler - K. George,UTA,13,189,123.1,116.5,6.6,L. Markkanen - C. Sexton - J. Juzang - W. Kessler - K. George,UTA,6,41,114.0,115.9,-2.0,"L. Markkanen, W. Kessler, C. Sexton, K. George",J. Collins,J. Juzang,-9.099999999999994,-0.5999999999999943,-8.6,148
L. Markkanen - J. Collins - C. Sexton - W. Kessler - K. George,UTA,13,189,123.1,116.5,6.6,L. Markkanen - C. Sexton - W. Kessler - T. Hendricks - K. George,UTA,3,32,124.6,141.9,-17.3,"L. Markkanen, W. Kessler, C. Sexton, K. George",J. Collins,T. Hendricks,1.5,25.400000000000006,-23.9,157
L. Markkanen - J. Collins - C. Sexton - W. Kessler - K. George,UTA,13,189,123.1,116.5,6.6,J. Collins - S. Mykhailiuk - C. Sexton - W. Kessler - K. George,UTA,2,26,140.7,91.2,49.4,"W. Kessler, C. Sexton, J. Collins, K. George",L. Markkanen,S. Mykhailiuk,17.599999999999994,-25.299999999999997,42.8,163
J. Grant - A. Simons - D. Ayton - D. Avdija - T. Camara,POR,15,188,98.7,115.8,-17.1,A. Simons - D. Ayton - D. Avdija - S. Sharpe - T. Camara,POR,10,134,113.3,111.4,2.0,"D. Avdija, A. Simons, T. Camara, D. Ayton",J. Grant,S. Sharpe,14.599999999999994,-4.3999999999999915,19.1,54
J. Grant - A. Simons - D. Ayton - D. Avdija - T. Camara,POR,15,188,98.7,115.8,-17.1,J. Grant - A. Simons - D. Ayton - S. Sharpe - T. Camara,POR,10,126,93.7,123.6,-29.9,"A. Simons, T. Camara, J. Grant, D. Ayton",D. Avdija,S. Sharpe,-5.0,7.799999999999997,-12.799999999999997,62
J. Grant - A. Simons - D. Ayton - D. Avdija - T. Camara,POR,15,188,98.7,115.8,-17.1,A. Simons - D. Ayton - D. Avdija - S. Henderson - T. Camara,POR,14,49,116.2,97.1,19.1,"D. Avdija, A. Simons, T. Camara, D. Ayton",J. Grant,S. Henderson,17.5,-18.700000000000003,36.2,139
J. Grant - A. Simons - D. Ayton - D. Avdija - T. Camara,POR,15,188,98.7,115.8,-17.1,J. Grant - D. Ayton - D. Avdija - S. Henderson - T. Camara,POR,10,44,97.9,103.2,-5.4,"D. Avdija, T. Camara, J. Grant, D. Ayton",A. Simons,S. Henderson,-0.7999999999999972,-12.599999999999994,11.700000000000001,144
J. Grant - A. Simons - D. Ayton - D. Avdija - T. Camara,POR,15,188,98.7,115.8,-17.1,J. Grant - A. Simons - D. Ayton - D. Avdija - S. Henderson,POR,9,35,108.3,111.1,-2.8,"D. Avdija, A. Simons, D. Ayton, J. Grant",T. Camara,S. Henderson,9.599999999999994,-4.700000000000003,14.3,153
J. Grant - A. Simons - D. Ayton - D. Avdija - T. Camara,POR,15,188,98.7,115.8,-17.1,J. Grant - A. Simons - D. Avdija - T. Camara - D. Clingan,POR,3,31,125.8,77.6,48.1,"D. Avdija, A. Simons, T. Camara, J. Grant",D. Ayton,D. Clingan,27.099999999999994,-38.2,65.2,157
J. Grant - A. Simons - D. Ayton - D. Avdija - T. Camara,POR,15,188,98.7,115.8,-17.1,J. Grant - A. Simons - D. Avdija - S. Sharpe - T. Camara,POR,7,26,123.5,111.3,12.2,"D. Avdija, A. Simons, T. Camara, J. Grant",D. Ayton,S. Sharpe,24.799999999999997,-4.5,29.3,162
J. Grant - A. Simons - D. Ayton - D. Avdija - T. Camara,POR,15,188,98.7,115.8,-17.1,J. Grant - A. Simons - D. Ayton - D. Avdija - S. Sharpe,POR,4,26,122.2,140.0,-17.8,"D. Avdija, A. Simons, D. Ayton, J. Grant",T. Camara,S. Sharpe,23.5,24.200000000000003,-0.6999999999999993,162
D. DeRozan - D. Sabonis - D. Fox - K. Huerter - K. Murray,SAC,16,184,115.0,105.5,9.5,D. DeRozan - D. Sabonis - D. Fox - K. Murray - K. Ellis,SAC,16,80,130.2,109.8,20.4,"D. DeRozan, D. Sabonis, K. Murray, D. Fox",K. Huerter,K. Ellis,15.199999999999989,4.299999999999997,10.899999999999999,104
D. DeRozan - D. Sabonis - D. Fox - K. Huerter - K. Murray,SAC,16,184,115.0,105.5,9.5,D. DeRozan - D. Sabonis - M. Monk - K. Huerter - K. Murray,SAC,13,29,109.5,95.2,14.3,"D. DeRozan, D. Sabonis, K. Murray, K. Huerter",D. Fox,M. Monk,-5.5,-10.299999999999997,4.800000000000001,155
T. Harris - T. Hardaway Jr. - C. Cunningham - J. Duren - A. Thompson,DET,17,178,111.5,112.0,-0.6,T. Harris - T. Hardaway Jr. - M. Beasley - C. Cunningham - J. Duren,DET,32,140,108.7,116.6,-7.9,"J. Duren, C. Cunningham, T. Hardaway Jr., T. Harris",A. Thompson,M. Beasley,-2.799999999999997,4.599999999999994,-7.300000000000001,38
C. Paul - H. Barnes - J. Champagnie - V. Wembanyama - S. Castle,SAS,20,176,125.8,112.3,13.6,C. Paul - H. Barnes - D. Vassell - V. Wembanyama - S. Castle,SAS,16,157,123.2,114.0,9.2,"S. Castle, H. Barnes, V. Wembanyama, C. Paul",J. Champagnie,D. Vassell,-2.5999999999999943,1.7000000000000028,-4.4,19
C. Paul - H. Barnes - J. Champagnie - V. Wembanyama - S. Castle,SAS,20,176,125.8,112.3,13.6,C. Paul - H. Barnes - J. Champagnie - J. Sochan - V. Wembanyama,SAS,13,100,102.9,108.3,-5.4,"H. Barnes, V. Wembanyama, C. Paul, J. Champagnie",S. Castle,J. Sochan,-22.89999999999999,-4.0,-19.0,76
C. Paul - H. Barnes - J. Champagnie - V. Wembanyama - S. Castle,SAS,20,176,125.8,112.3,13.6,C. Paul - H. Barnes - Z. Collins - J. Champagnie - S. Castle,SAS,8,42,106.7,105.5,1.2,"S. Castle, H. Barnes, J. Champagnie, C. Paul",V. Wembanyama,Z. Collins,-19.099999999999994,-6.799999999999997,-12.4,134
J. Harden - N. Powell - I. Zubac - D. Jones Jr. - T. Mann,LAC,13,169,110.6,120.5,-9.9,J. Harden - K. Leonard - N. Powell - I. Zubac - D. Jones Jr.,LAC,9,116,133.3,94.8,38.5,"D. Jones Jr., J. Harden, N. Powell, I. Zubac",T. Mann,K. Leonard,22.700000000000017,-25.700000000000003,48.4,53
J. Harden - N. Powell - I. Zubac - D. Jones Jr. - T. Mann,LAC,13,169,110.6,120.5,-9.9,J. Harden - N. Powell - I. Zubac - D. Jones Jr. - A. Coffey,LAC,19,85,112.2,106.5,5.7,"D. Jones Jr., J. Harden, N. Powell, I. Zubac",T. Mann,A. Coffey,1.6000000000000085,-14.0,15.600000000000001,84
J. Poeltl - R. Barrett - O. Agbaji - D. Mitchell - G. Dick,TOR,14,167,116.7,113.1,3.6,J. Poeltl - R. Barrett - D. Mitchell - S. Barnes - G. Dick,TOR,13,126,105.1,113.2,-8.0,"D. Mitchell, G. Dick, J. Poeltl, R. Barrett",O. Agbaji,S. Barnes,-11.600000000000009,0.10000000000000853,-11.6,41
J. Poeltl - R. Barrett - O. Agbaji - D. Mitchell - G. Dick,TOR,14,167,116.7,113.1,3.6,J. Poeltl - R. Barrett - O. Agbaji - S. Barnes - G. Dick,TOR,6,56,100.0,119.5,-19.5,"G. Dick, J. Poeltl, R. Barrett, O. Agbaji",D. Mitchell,S. Barnes,-16.700000000000003,6.400000000000006,-23.1,111
J. Poeltl - R. Barrett - O. Agbaji - D. Mitchell - G. Dick,TOR,14,167,116.7,113.1,3.6,J. Poeltl - R. Barrett - O. Agbaji - D. Mitchell - S. Barnes,TOR,10,55,110.0,84.2,25.8,"D. Mitchell, J. Poeltl, R. Barrett, O. Agbaji",G. Dick,S. Barnes,-6.700000000000003,-28.89999999999999,22.2,112
J. Poeltl - R. Barrett - O. Agbaji - D. Mitchell - G. Dick,TOR,14,167,116.7,113.1,3.6,J. Poeltl - O. Agbaji - D. Mitchell - S. Barnes - G. Dick,TOR,7,52,105.7,109.0,-3.3,"D. Mitchell, J. Poeltl, G. Dick, O. Agbaji",R. Barrett,S. Barnes,-11.0,-4.099999999999994,-6.9,115
J. Poeltl - R. Barrett - O. Agbaji - D. Mitchell - G. Dick,TOR,14,167,116.7,113.1,3.6,J. Poeltl - C. Boucher - O. Agbaji - D. Mitchell - G. Dick,TOR,11,33,112.3,109.6,2.7,"D. Mitchell, J. Poeltl, G. Dick, O. Agbaji",R. Barrett,C. Boucher,-4.400000000000006,-3.5,-0.8999999999999999,134
